rank,tier,priority_score,owner,article_id,title,url,status,rewritten_ai_live,gsc_clicks,gsc_impr,ga4_sessions,m_perf,m_lcp,m_cls,m_tbt,m_fcp,d_perf,d_lcp,ttfb,field_lcp,field_cat,word_count,body_len,dom_est,image_count,external_image_count,broken_image_count,hero_url,hero_bytes,hero_w,hero_h,hero_aspect,inline_total_bytes,imgs_missing_dim,imgs_missing_lazy,imgs_over_300k,imgs_over_700k,iframe_count,script_count,table_count,legacy,primary_issue,secondary_issue,issues,m_opp
208,P3,114.8,THEME_CODE,1002431322,Công nghệ màn hình Anti-Glare là gì? So sánh màn hình Anti-Glare và màn hình thường,https://sintech.vn/blogs/news/cong-nghe-man-hinh-anti-glare-la-gi-so-sanh-man-hinh-anti-glare-va-ma,applied,True,0,0,0,40,8699,0.9618,204,3356,83,2350,,1678,AVERAGE,4664,6048,45,0,0,0,,0,,,,0,0,0,0,0,0,0,0,False,CLS_LAYOUT_RISK,,CLS_LAYOUT_RISK,
209,P3,114.7,THEME_CODE,1002398390,Cách Sintech vệ sinh laptop của bạn,https://sintech.vn/blogs/news/cach-sintech-ve-sinh-laptop-cua-ban,draft_ready,False,0,0,0,62,14163,0.1261,92,3347,78,2594,,1678,AVERAGE,3815,2905,52,2,0,0,https://file.hstatic.net/200000860097/file/thiet_ke_chua_co_ten_db9dc580b75a4a0180b6fee623b9ebc2_grande.png,244335,,,,460776,2,1,0,0,0,0,0,False,CLS_LAYOUT_RISK,,CLS_LAYOUT_RISK,
210,P2,114.1,IMAGE,1002538874,"Intel Arc B570: Em út nhà Battlemage, hiệu năng thế nào so với B580?",https://sintech.vn/blogs/news/intel-arc-b570-em-ut-nha-battlemage-hieu-nang-the-nao-so-voi-b580,draft_ready,False,0,3,0,54,11695,0.0877,125,8470,81,2713,,1678,AVERAGE,3793,3232,32,4,3,1,https://cdn.wccftech.com/wp-content/uploads/2025/01/Geekbench-OpenCL-Arc-B570.png,0,,,,14715,4,3,0,0,0,0,0,False,IMAGES_BROKEN,IMAGES_MISSING_DIMENSIONS,IMAGES_BROKEN|IMAGES_MISSING_DIMENSIONS|IMAGES_MISSING_LAZYLOAD,
211,P3,108.6,THEME_CODE,1002538937,Dịch Vụ Sửa Máy Tính Quận 7: Cam Kết Uy Tín và Minh Bạch,https://sintech.vn/blogs/huong-dan/dich-vu-sua-may-tinh-quan-7-cam-ket-uy-tin-va-minh-bach,draft_ready,False,0,17,0,57,4512,0.3094,220,3364,81,2617,,1678,AVERAGE,4243,5511,68,5,0,0,https://file.hstatic.net/200000860097/file/1715_6579772cdb6efb5f4441ce1e6b1a46c9_a3a3e344d18849cd8582edb3515a82bd_grande.jpg,26928,,,,225290,5,4,0,0,0,0,0,False,IMAGES_MISSING_DIMENSIONS,IMAGES_MISSING_LAZYLOAD,IMAGES_MISSING_DIMENSIONS|IMAGES_MISSING_LAZYLOAD|CLS_LAYOUT_RISK,
212,P2,106.3,CONTENT,1002413994,Smartphone cao cấp tích hợp AI của Nhà Táo. Giờ mới có khi mà đối thủ của họ ra mắt từ lâu,https://sintech.vn/blogs/news/smartphone-cao-cap-tich-hop-ai-cua-nha-ta-o-gio-mo-i-co-khi-ma-doi,draft_ready,False,0,0,0,59,5194,0.2214,209,3365,82,1054,,1678,AVERAGE,4692,7893,38,3,3,0,https://genk.mediacdn.vn/139269124445442048/2024/9/9/photo-1-1725884688689677079183-1725890407910-17258904079921704757883.png,245654,624,299,2.09,630040,0,2,0,0,1,0,0,False,EMBED_HEAVY,CLS_LAYOUT_RISK,EMBED_HEAVY|CLS_LAYOUT_RISK,
213,P3,105.1,THEME_CODE,1002413774,"Ra mắt iPhone 16 là sự kiện ""chán nhất từ trước đến nay"" của Apple: Phép màu Steve Jobs đâu rồi?",https://sintech.vn/blogs/news/ra-mat-iphone-16-la-su-kien-chan-nhat-tu-truoc-den-nay-cua-apple-ph,draft_ready,False,0,0,0,51,9017,0.1826,340,3336,79,2453,,1678,AVERAGE,4481,7148,29,3,3,0,https://genk.mediacdn.vn/139269124445442048/2024/9/12/craign-fed-17260498368691088343026-1726056478049-17260564782311615772820-1726100868912-1726100869040149454258.jpeg,45458,1507,1115,1.35,94646,0,2,0,0,0,0,0,False,CLS_LAYOUT_RISK,,CLS_LAYOUT_RISK,
214,P3,100.5,THEME_CODE,1002423252,Tản nhiệt AIO hoạt động như thế nào?,https://sintech.vn/blogs/news/tan-nhiet-aio-hoat-dong-nhu-the-nao,draft_ready,False,0,0,0,53,8376,0.2909,97,3349,75,2440,,1678,AVERAGE,4355,4600,31,0,0,0,,0,,,,0,0,0,0,0,0,0,0,False,CLS_LAYOUT_RISK,,CLS_LAYOUT_RISK,
215,P3,99.8,THEME_CODE,1002434529,Google Takeout là gì? Hướng dẫn chi tiết cách sao lưu dữ liệu Google,https://sintech.vn/blogs/news/google-takeout-la-gi-huong-dan-chi-tiet-cach-sao-luu-du-lieu-google,draft_ready,False,0,5,0,50,5189,0.4145,216,3365,80,2540,,1678,AVERAGE,5613,12998,124,8,8,0,https://bizweb.dktcdn.net/100/329/122/files/kham-pha-cong-cu-sao-luu-du-lieu-hieu-qua-tu-google.webp?v=1722400954183,38504,,,,412646,8,7,0,0,0,0,0,False,IMAGES_MISSING_DIMENSIONS,IMAGES_MISSING_LAZYLOAD,IMAGES_MISSING_DIMENSIONS|IMAGES_MISSING_LAZYLOAD|CLS_LAYOUT_RISK,
216,P2,99.4,IMAGE,1002413861,"Ra mắt iPhone mới, Apple vẫn phải đối mặt với nỗi sợ 'bán ế' tại Trung Quốc?",https://sintech.vn/blogs/news/ra-mat-iphone-moi-apple-van-phai-doi-mat-voi-noi-so-ban-e-tai-trung,draft_ready,False,0,0,0,66,4361,0.179,226,3354,89,1631,,1678,AVERAGE,3892,2925,9,1,1,0,https://genk.mediacdn.vn/139269124445442048/2024/9/11/appleshowcase35927-17260490164201254535293-1726050216577-17260502166631238762096.png,528747,1024,682,1.5,528747,0,0,1,0,0,0,0,False,HERO_IMAGE_TOO_HEAVY,CLS_LAYOUT_RISK,HERO_IMAGE_TOO_HEAVY|CLS_LAYOUT_RISK,
217,P3,98.4,THEME_CODE,1002417574,Bạn đang cầm chuột đúng cách chưa? Khám phá các kiểu cầm chuột phổ biến,https://sintech.vn/blogs/news/ban-dang-cam-chuot-dung-cach-chua-kham-pha-cac-kieu-cam-chuot-pho-bie,draft_ready,False,0,0,0,42,5110,0.5255,355,3372,82,2635,,1678,AVERAGE,6237,15580,147,7,7,0,https://bizweb.dktcdn.net/100/329/122/files/kham-pha-cac-kieu-cam-chuot-pho-bien-nhat-va-loi-ich-cua-tung-kieu.webp?v=1722844376184,157206,,,,710438,7,6,0,0,0,0,0,False,IMAGES_MISSING_DIMENSIONS,IMAGES_MISSING_LAZYLOAD,IMAGES_MISSING_DIMENSIONS|IMAGES_MISSING_LAZYLOAD|CLS_LAYOUT_RISK,
218,P3,96.8,THEME_CODE,1002411373,Card đồ họa laptop là gì? Cách chọn card đồ họa rời laptop phù hợp nhu cầu,https://sintech.vn/blogs/news/card-do-hoa-laptop-la-gi-cach-chon-card-do-hoa-roi-laptop-phu-hop-nhu,draft_ready,False,0,0,0,42,4709,0.7273,399,3359,80,2916,,1678,AVERAGE,4747,8329,74,7,7,0,https://bizweb.dktcdn.net/100/329/122/files/tim-hieu-ve-card-do-hoa-roi.jpg?v=1667466056633,24704,,,,441254,7,6,0,0,0,0,0,False,IMAGES_MISSING_DIMENSIONS,IMAGES_MISSING_LAZYLOAD,IMAGES_MISSING_DIMENSIONS|IMAGES_MISSING_LAZYLOAD|CLS_LAYOUT_RISK,
219,P3,96.5,THEME_CODE,1002402594,"Cách lấy lại file Word gốc, chưa lưu trên Macbook và Windows mới nhất",https://sintech.vn/blogs/news/cach-lay-lai-file-word-goc-chua-luu-tren-macbook-va-windows-moi-nhat,draft_ready,False,0,2,0,48,5186,0.3966,255,3761,80,2520,,1678,AVERAGE,4044,6847,127,9,0,0,https://file.hstatic.net/200000722513/file/ai-file-word-chua-luu-tren-may-tinh-3_a686aa8a9597436db01573e7bc760d0b_1024x1024.jpg,22793,,,,378898,9,8,0,0,0,0,0,False,IMAGES_MISSING_DIMENSIONS,IMAGES_MISSING_LAZYLOAD,IMAGES_MISSING_DIMENSIONS|IMAGES_MISSING_LAZYLOAD|CLS_LAYOUT_RISK,
220,P3,95.9,THEME_CODE,1002411604,Bing Image Creator: Bí Kíp Tạo Hình Ảnh Thu Hút Traffic Cho Website,https://sintech.vn/blogs/news/bing-image-creator-bi-kip-tao-hinh-anh-thu-hut-traffic-cho-website,draft_ready,False,0,0,0,45,5214,0.7158,272,3357,76,2823,,1678,AVERAGE,5180,11315,127,8,8,0,https://bizweb.dktcdn.net/100/329/122/files/bing-image-creator-la-cong-cu-tao-hinh-anh-mien-phi.webp?v=1715751194207,287612,,,,960240,8,7,0,0,0,0,0,False,IMAGES_MISSING_DIMENSIONS,IMAGES_MISSING_LAZYLOAD,IMAGES_MISSING_DIMENSIONS|IMAGES_MISSING_LAZYLOAD|CLS_LAYOUT_RISK,
221,P3,92.8,THEME_CODE,1002413914,"""Nóng"" cuộc đua phủ trạm sạc xe điện: Công ty của ông Phạm Nhật Vượng muốn biến siêu thị, quán cafe thành điểm sạc, gã khổng lồ tỷ USD ngành điện rục rịch tham gia",https://sintech.vn/blogs/news/nong-cuoc-dua-phu-tram-sac-xe-dien-cong-ty-cua-ong-pham-nhat-vuong,draft_ready,False,0,2,0,55,4812,0.3352,231,3366,92,1053,,1678,AVERAGE,4768,7251,40,2,2,0,https://genk.mediacdn.vn/thumb_w/800/139269124445442048/2024/9/10/avatar1725978520780-17259785211851517224452.jpg,51911,,,,582683,1,1,1,0,0,0,0,False,CLS_LAYOUT_RISK,,CLS_LAYOUT_RISK,
222,P3,91.9,THEME_CODE,1002416821,Đánh giá Rapoo VT3 Pro: Có đáng mua với mức giá dưới 1 triệu?,https://sintech.vn/blogs/news/danh-gia-rapoo-vt3-pro-co-dang-mua-voi-muc-gia-duoi-1-trieu,draft_ready,False,0,0,0,51,4463,0.4486,257,3359,81,2542,,1678,AVERAGE,5203,10471,130,3,3,0,https://bizweb.dktcdn.net/100/329/122/files/hieu-nang-manh-hoan-hao-cho-moi-tran-game-7594610a-4057-4ee2-ade0-eee1e202a8ba.webp?v=1726044769917,68172,,,,435272,3,2,1,0,0,0,1,False,IMAGES_MISSING_DIMENSIONS,CLS_LAYOUT_RISK,IMAGES_MISSING_DIMENSIONS|CLS_LAYOUT_RISK,
223,P3,88.7,THEME_CODE,1002423299,Microsoft Office 2024 tắt điều khiển mặc định ActiveX,https://sintech.vn/blogs/news/microsoft-office-2024-tat-dieu-khien-mac-dinh-activex,draft_ready,False,0,6,0,62,5292,0.1667,233,3333,94,1113,,1678,AVERAGE,4007,3721,32,1,0,0,https://file.hstatic.net/200000722513/file/microsoft_office_2024_3dbd79ed3fce4ec9aa919a7794455e77.jpg,152110,,,,152110,1,0,0,0,0,0,0,False,CLS_LAYOUT_RISK,,CLS_LAYOUT_RISK,
224,P3,87.1,THEME_CODE,1002411103,Snapdragon X Elite: Thử Nghiệm Hiệu Năng Đơn Nhân Và Đa Nhân,https://sintech.vn/blogs/news/snapdragon-x-elite-thu-nghiem-hieu-nang-don-nhan-va-da-nhan,applied,True,0,0,0,50,4268,0.6775,253,3368,95,959,,1678,AVERAGE,4763,7183,71,0,0,0,,0,,,,0,0,0,0,0,0,0,0,False,CLS_LAYOUT_RISK,,CLS_LAYOUT_RISK,
225,P3,87.0,THEME_CODE,1002497723,"Intel Xác Nhận Ngày Ra Mắt Chính Thức GPU Arc ""Battlemage"" Thế Hệ Mới",https://sintech.vn/blogs/news/intel-xac-nhan-ngay-ra-mat-chinh-thuc-gpu-arc-battlemage-the-he-moi,draft_ready,False,0,1,0,56,5332,0.1668,403,3376,87,1039,,1678,AVERAGE,3902,2861,25,1,0,0,https://file.hstatic.net/200000860097/file/image_2024-12-02_113821743_e5fcf56437d64e7f8d3713af0038e3af_grande.png,263299,,,,263299,1,0,0,0,0,0,0,False,CLS_LAYOUT_RISK,,CLS_LAYOUT_RISK,
226,P3,85.5,THEME_CODE,1002434311,AMD Ryzen AI 9 HX 370: Quái vật hiệu năng mới cho laptop gaming,https://sintech.vn/blogs/news/amd-ryzen-ai-9-hx-370-quai-vat-hieu-nang-moi-cho-laptop-gaming,draft_ready,False,0,0,0,54,4886,0.2838,269,3365,79,2533,,1678,AVERAGE,4916,8605,56,7,7,0,https://bizweb.dktcdn.net/100/329/122/files/ryzen-ai-9-hx-370-dat-diem-so-an-tuong-trong-cinebench-2024.webp?v=1727839219853,20458,,,,157046,7,6,0,0,0,0,0,False,IMAGES_MISSING_DIMENSIONS,IMAGES_MISSING_LAZYLOAD,IMAGES_MISSING_DIMENSIONS|IMAGES_MISSING_LAZYLOAD|CLS_LAYOUT_RISK,
227,P3,84.3,THEME_CODE,1002497780,Maxsun Hé Lộ Thông Tin Về Card Đồ Họa Intel Battlemage Sắp Ra Mắt,https://sintech.vn/blogs/news/maxsun-he-lo-thong-tin-ve-card-do-hoa-intel-battlemage-sap-ra-mat,draft_ready,False,0,0,0,59,4584,0.1797,379,3367,71,2673,,1678,AVERAGE,3929,3185,20,4,0,0,https://file.hstatic.net/200000860097/file/image_2024-12-02_132622778_eb2f2b5daf0344e2a1fb02c56d9750fb_grande.png,261292,,,,885264,4,3,1,0,0,0,0,False,IMAGES_MISSING_DIMENSIONS,IMAGES_MISSING_LAZYLOAD,IMAGES_MISSING_DIMENSIONS|IMAGES_MISSING_LAZYLOAD|CLS_LAYOUT_RISK,
228,P3,81.5,THEME_CODE,1002423203,"Lộ thông tin về Arrow Lake-HX Series cho laptop: 24 nhân, xung 5.5 GHz",https://sintech.vn/blogs/news/lo-thong-tin-ve-arrow-lake-hx-series-cho-laptop-24-nhan-xung-5-5-ghz,draft_ready,False,0,0,0,56,4363,0.2456,272,3363,77,1041,,1678,AVERAGE,3895,2527,13,2,2,0,https://photo2.tinhte.vn/data/attachment-files/2024/09/8458874_cover-intel-arrow-lake-hx-cpu-tinhte.jpg,248141,,,,327821,2,1,0,0,0,0,0,False,CLS_LAYOUT_RISK,,CLS_LAYOUT_RISK,
229,P3,75.5,MANUAL_REVIEW,1002695141,Card đồ hoạ RTX 5070 gây bão trên Amazon: NVIDIA giữ hơn 70% tổng thị phần GPU,https://sintech.vn/blogs/news/card-do-hoa-rtx-5070-gay-bao-tren-amazon-nvidia-giu-hon-70-tong-thi,reverse_copy_defense,False,0,0,0,63,4616,0.1769,256,3381,73,2737,,1678,AVERAGE,4437,0,0,0,0,0,,0,,,,0,0,0,0,0,0,0,0,False,NEED_MANUAL_REVIEW,CLS_LAYOUT_RISK,NEED_MANUAL_REVIEW|CLS_LAYOUT_RISK,
230,P3,66.5,THEME_CODE,1002423204,"AMD Ryzen 200 và Intel Core 200 dự kiến ra mắt từ cuối năm nay, dành cho laptop hiệu năng cao",https://sintech.vn/blogs/news/amd-ryzen-200-va-intel-core-200-du-kien-ra-mat-tu-cuoi-nam-nay-danh-c,draft_ready,False,0,0,0,69,3865,0.1806,237,3361,82,986,,1678,AVERAGE,3606,1346,9,2,2,0,https://photo2.tinhte.vn/data/attachment-files/2024/09/8456555_cover-Intel-Core200-AMD-Ryzen200.jpg,255642,,,,330080,2,1,0,0,0,0,0,False,CLS_LAYOUT_RISK,,CLS_LAYOUT_RISK,
